rowname,factor,Freq,cumFreq,relative,cumProp,d1,d2,d3,TimeofDay
10,10,75,821,0.0409612233752048,0.448388858547242,Iso,M,SIP-L2-1,Day
11,11,67,888,0.036592026215183,0.484980884762425,Iso,M,SIP-L2-1,Day
12,12,60,948,0.0327689787001638,0.517749863462589,Iso,M,SIP-L2-1,Day
13,13,52,1000,0.028399781540142,0.546149645002731,Iso,M,SIP-L2-1,Day
14,14,57,1057,0.0311305297651557,0.577280174767886,Iso,M,SIP-L2-1,Day
15,15,40,1097,0.0218459858001092,0.599126160567996,Iso,M,SIP-L2-1,Day
16,16,39,1136,0.0212998361551065,0.620425996723102,Iso,M,SIP-L2-1,Day
17,17,29,1165,0.0158383397050792,0.636264336428181,Iso,M,SIP-L2-1,Day
18,18,33,1198,0.0180229382850901,0.654287274713271,Iso,M,SIP-L2-1,Day
19,19,29,1227,0.0158383397050792,0.670125614418351,Iso,M,SIP-L2-1,Day
20,20,29,1256,0.0158383397050792,0.68596395412343,Iso,M,SIP-L2-1,Day
21,21,18,1274,0.00983069361004915,0.695794647733479,Iso,M,SIP-L2-1,Day
22,22,12,1286,0.00655379574003277,0.702348443473512,Iso,M,SIP-L2-1,Day
23,23,26,1312,0.014199890770071,0.716548334243583,Iso,M,SIP-L2-1,Day
24,24,15,1327,0.00819224467504096,0.724740578918624,Iso,M,SIP-L2-1,Day
25,25,14,1341,0.00764609503003823,0.732386673948662,Iso,M,SIP-L2-1,Day
26,26,13,1354,0.0070999453850355,0.739486619333697,Iso,M,SIP-L2-1,Day
27,27,11,1365,0.00600764609503004,0.745494265428727,Iso,M,SIP-L2-1,Day
28,28,16,1381,0.00873839432004369,0.754232659748771,Iso,M,SIP-L2-1,Day
29,29,15,1396,0.00819224467504096,0.762424904423812,Iso,M,SIP-L2-1,Day
30,30,16,1412,0.00873839432004369,0.771163298743856,Iso,M,SIP-L2-1,Day
31,31,15,1427,0.00819224467504096,0.779355543418897,Iso,M,SIP-L2-1,Day
32,32,13,1440,0.0070999453850355,0.786455488803932,Iso,M,SIP-L2-1,Day
33,33,13,1453,0.0070999453850355,0.793555434188968,Iso,M,SIP-L2-1,Day
34,34,8,1461,0.00436919716002185,0.79792463134899,Iso,M,SIP-L2-1,Day
35,35,12,1473,0.00655379574003277,0.804478427089022,Iso,M,SIP-L2-1,Day
36,36,11,1484,0.00600764609503004,0.810486073184053,Iso,M,SIP-L2-1,Day
37,37,9,1493,0.00491534680502458,0.815401419989077,Iso,M,SIP-L2-1,Day
38,38,13,1506,0.0070999453850355,0.822501365374113,Iso,M,SIP-L2-1,Day
39,39,11,1517,0.00600764609503004,0.828509011469143,Iso,M,SIP-L2-1,Day
40,40,9,1526,0.00491534680502458,0.833424358274167,Iso,M,SIP-L2-1,Day
41,41,6,1532,0.00327689787001638,0.836701256144184,Iso,M,SIP-L2-1,Day
42,42,3,1535,0.00163844893500819,0.838339705079192,Iso,M,SIP-L2-1,Day
43,43,6,1541,0.00327689787001638,0.841616602949208,Iso,M,SIP-L2-1,Day
44,44,10,1551,0.00546149645002731,0.847078099399236,Iso,M,SIP-L2-1,Day
45,45,7,1558,0.00382304751501912,0.850901146914255,Iso,M,SIP-L2-1,Day
46,46,7,1565,0.00382304751501912,0.854724194429274,Iso,M,SIP-L2-1,Day
47,47,10,1575,0.00546149645002731,0.860185690879301,Iso,M,SIP-L2-1,Day
48,48,7,1582,0.00382304751501912,0.86400873839432,Iso,M,SIP-L2-1,Day
49,49,10,1592,0.00546149645002731,0.869470234844347,Iso,M,SIP-L2-1,Day
50,50,3,1595,0.00163844893500819,0.871108683779356,Iso,M,SIP-L2-1,Day
51,51,7,1602,0.00382304751501912,0.874931731294375,Iso,M,SIP-L2-1,Day
52,52,3,1605,0.00163844893500819,0.876570180229383,Iso,M,SIP-L2-1,Day
53,53,5,1610,0.00273074822501365,0.879300928454397,Iso,M,SIP-L2-1,Day
54,54,7,1617,0.00382304751501912,0.883123975969416,Iso,M,SIP-L2-1,Day
55,55,11,1628,0.00600764609503004,0.889131622064446,Iso,M,SIP-L2-1,Day
56,56,5,1633,0.00273074822501365,0.891862370289459,Iso,M,SIP-L2-1,Day
57,57,3,1636,0.00163844893500819,0.893500819224468,Iso,M,SIP-L2-1,Day
58,58,6,1642,0.00327689787001638,0.896777717094484,Iso,M,SIP-L2-1,Day
59,59,6,1648,0.00327689787001638,0.9000546149645,Iso,M,SIP-L2-1,Day
60,60,4,1652,0.00218459858001092,0.902239213544511,Iso,M,SIP-L2-1,Day
61,61,3,1655,0.00163844893500819,0.903877662479519,Iso,M,SIP-L2-1,Day
62,62,3,1658,0.00163844893500819,0.905516111414528,Iso,M,SIP-L2-1,Day
63,63,7,1665,0.00382304751501912,0.909339158929547,Iso,M,SIP-L2-1,Day
64,64,2,1667,0.00109229929000546,0.910431458219552,Iso,M,SIP-L2-1,Day
65,65,6,1673,0.00327689787001638,0.913708356089569,Iso,M,SIP-L2-1,Day
66,66,2,1675,0.00109229929000546,0.914800655379574,Iso,M,SIP-L2-1,Day
67,67,1,1676,0.000546149645002731,0.915346805024577,Iso,M,SIP-L2-1,Day
68,68,1,1677,0.000546149645002731,0.915892954669579,Iso,M,SIP-L2-1,Day
69,69,2,1679,0.00109229929000546,0.916985253959585,Iso,M,SIP-L2-1,Day
70,70,5,1684,0.00273074822501365,0.919716002184599,Iso,M,SIP-L2-1,Day
71,71,2,1686,0.00109229929000546,0.920808301474604,Iso,M,SIP-L2-1,Day
72,72,4,1690,0.00218459858001092,0.922992900054615,Iso,M,SIP-L2-1,Day
73,73,4,1694,0.00218459858001092,0.925177498634626,Iso,M,SIP-L2-1,Day
74,74,3,1697,0.00163844893500819,0.926815947569634,Iso,M,SIP-L2-1,Day
75,75,2,1699,0.00109229929000546,0.92790824685964,Iso,M,SIP-L2-1,Day
76,76,3,1702,0.00163844893500819,0.929546695794648,Iso,M,SIP-L2-1,Day
77,77,1,1703,0.000546149645002731,0.930092845439651,Iso,M,SIP-L2-1,Day
78,78,3,1706,0.00163844893500819,0.931731294374659,Iso,M,SIP-L2-1,Day
79,79,4,1710,0.00218459858001092,0.93391589295467,Iso,M,SIP-L2-1,Day
80,80,4,1714,0.00218459858001092,0.936100491534681,Iso,M,SIP-L2-1,Day
81,81,2,1716,0.00109229929000546,0.937192790824686,Iso,M,SIP-L2-1,Day
82,82,5,1721,0.00273074822501365,0.9399235390497,Iso,M,SIP-L2-1,Day
83,83,2,1723,0.00109229929000546,0.941015838339705,Iso,M,SIP-L2-1,Day
84,84,2,1725,0.00109229929000546,0.942108137629711,Iso,M,SIP-L2-1,Day
86,86,1,1726,0.000546149645002731,0.942654287274713,Iso,M,SIP-L2-1,Day
87,87,1,1727,0.000546149645002731,0.943200436919716,Iso,M,SIP-L2-1,Day
88,88,2,1729,0.00109229929000546,0.944292736209721,Iso,M,SIP-L2-1,Day
89,89,2,1731,0.00109229929000546,0.945385035499727,Iso,M,SIP-L2-1,Day
90,90,2,1733,0.00109229929000546,0.946477334789732,Iso,M,SIP-L2-1,Day
91,91,3,1736,0.00163844893500819,0.948115783724741,Iso,M,SIP-L2-1,Day
92,92,3,1739,0.00163844893500819,0.949754232659749,Iso,M,SIP-L2-1,Day
93,93,2,1741,0.00109229929000546,0.950846531949754,Iso,M,SIP-L2-1,Day
94,94,2,1743,0.00109229929000546,0.95193883123976,Iso,M,SIP-L2-1,Day
96,96,3,1746,0.00163844893500819,0.953577280174768,Iso,M,SIP-L2-1,Day
97,97,2,1748,0.00109229929000546,0.954669579464773,Iso,M,SIP-L2-1,Day
98,98,3,1751,0.00163844893500819,0.956308028399782,Iso,M,SIP-L2-1,Day
99,99,2,1753,0.00109229929000546,0.957400327689787,Iso,M,SIP-L2-1,Day
100,100,2,1755,0.00109229929000546,0.958492626979792,Iso,M,SIP-L2-1,Day
101,101,2,1757,0.00109229929000546,0.959584926269798,Iso,M,SIP-L2-1,Day
102,102,1,1758,0.000546149645002731,0.960131075914801,Iso,M,SIP-L2-1,Day
103,103,1,1759,0.000546149645002731,0.960677225559803,Iso,M,SIP-L2-1,Day
104,104,2,1761,0.00109229929000546,0.961769524849809,Iso,M,SIP-L2-1,Day
105,105,4,1765,0.00218459858001092,0.96395412342982,Iso,M,SIP-L2-1,Day
106,106,2,1767,0.00109229929000546,0.965046422719825,Iso,M,SIP-L2-1,Day
107,107,1,1768,0.000546149645002731,0.965592572364828,Iso,M,SIP-L2-1,Day
108,108,1,1769,0.000546149645002731,0.966138722009831,Iso,M,SIP-L2-1,Day
109,109,1,1770,0.000546149645002731,0.966684871654833,Iso,M,SIP-L2-1,Day
110,110,1,1771,0.000546149645002731,0.967231021299836,Iso,M,SIP-L2-1,Day
112,112,4,1775,0.00218459858001092,0.969415619879847,Iso,M,SIP-L2-1,Day
115,115,1,1776,0.000546149645002731,0.96996176952485,Iso,M,SIP-L2-1,Day
116,116,1,1777,0.000546149645002731,0.970507919169853,Iso,M,SIP-L2-1,Day
117,117,1,1778,0.000546149645002731,0.971054068814855,Iso,M,SIP-L2-1,Day
120,120,1,1779,0.000546149645002731,0.971600218459858,Iso,M,SIP-L2-1,Day
123,123,1,1780,0.000546149645002731,0.972146368104861,Iso,M,SIP-L2-1,Day
124,124,1,1781,0.000546149645002731,0.972692517749863,Iso,M,SIP-L2-1,Day
125,125,3,1784,0.00163844893500819,0.974330966684872,Iso,M,SIP-L2-1,Day
126,126,1,1785,0.000546149645002731,0.974877116329874,Iso,M,SIP-L2-1,Day
128,128,2,1787,0.00109229929000546,0.97596941561988,Iso,M,SIP-L2-1,Day
129,129,1,1788,0.000546149645002731,0.976515565264883,Iso,M,SIP-L2-1,Day
131,131,1,1789,0.000546149645002731,0.977061714909885,Iso,M,SIP-L2-1,Day
133,133,1,1790,0.000546149645002731,0.977607864554888,Iso,M,SIP-L2-1,Day
134,134,2,1792,0.00109229929000546,0.978700163844893,Iso,M,SIP-L2-1,Day
135,135,2,1794,0.00109229929000546,0.979792463134899,Iso,M,SIP-L2-1,Day
136,136,1,1795,0.000546149645002731,0.980338612779902,Iso,M,SIP-L2-1,Day
139,139,2,1797,0.00109229929000546,0.981430912069907,Iso,M,SIP-L2-1,Day
140,140,1,1798,0.000546149645002731,0.98197706171491,Iso,M,SIP-L2-1,Day
141,141,1,1799,0.000546149645002731,0.982523211359913,Iso,M,SIP-L2-1,Day
142,142,1,1800,0.000546149645002731,0.983069361004915,Iso,M,SIP-L2-1,Day
144,144,1,1801,0.000546149645002731,0.983615510649918,Iso,M,SIP-L2-1,Day
149,149,1,1802,0.000546149645002731,0.984161660294921,Iso,M,SIP-L2-1,Day
152,152,1,1803,0.000546149645002731,0.984707809939924,Iso,M,SIP-L2-1,Day
153,153,1,1804,0.000546149645002731,0.985253959584926,Iso,M,SIP-L2-1,Day
156,156,1,1805,0.000546149645002731,0.985800109229929,Iso,M,SIP-L2-1,Day
161,161,2,1807,0.00109229929000546,0.986892408519934,Iso,M,SIP-L2-1,Day
162,162,1,1808,0.000546149645002731,0.987438558164937,Iso,M,SIP-L2-1,Day
165,165,2,1810,0.00109229929000546,0.988530857454943,Iso,M,SIP-L2-1,Day
168,168,1,1811,0.000546149645002731,0.989077007099945,Iso,M,SIP-L2-1,Day
171,171,1,1812,0.000546149645002731,0.989623156744948,Iso,M,SIP-L2-1,Day
175,175,1,1813,0.000546149645002731,0.990169306389951,Iso,M,SIP-L2-1,Day
176,176,2,1815,0.00109229929000546,0.991261605679956,Iso,M,SIP-L2-1,Day
178,178,1,1816,0.000546149645002731,0.991807755324959,Iso,M,SIP-L2-1,Day
182,182,1,1817,0.000546149645002731,0.992353904969962,Iso,M,SIP-L2-1,Day
183,183,1,1818,0.000546149645002731,0.992900054614964,Iso,M,SIP-L2-1,Day
184,184,1,1819,0.000546149645002731,0.993446204259967,Iso,M,SIP-L2-1,Day
189,189,1,1820,0.000546149645002731,0.99399235390497,Iso,M,SIP-L2-1,Day
190,190,1,1821,0.000546149645002731,0.994538503549973,Iso,M,SIP-L2-1,Day
199,199,1,1822,0.000546149645002731,0.995084653194975,Iso,M,SIP-L2-1,Day
210,210,1,1823,0.000546149645002731,0.995630802839978,Iso,M,SIP-L2-1,Day
216,216,1,1824,0.000546149645002731,0.996176952484981,Iso,M,SIP-L2-1,Day
219,219,1,1825,0.000546149645002731,0.996723102129984,Iso,M,SIP-L2-1,Day
221,221,1,1826,0.000546149645002731,0.997269251774986,Iso,M,SIP-L2-1,Day
224,224,1,1827,0.000546149645002731,0.997815401419989,Iso,M,SIP-L2-1,Day
227,227,1,1828,0.000546149645002731,0.998361551064992,Iso,M,SIP-L2-1,Day
261,261,1,1829,0.000546149645002731,0.998907700709995,Iso,M,SIP-L2-1,Day
283,283,1,1830,0.000546149645002731,0.999453850354997,Iso,M,SIP-L2-1,Day
326,326,1,1831,0.000546149645002731,1,Iso,M,SIP-L2-1,Day
5,5,172,172,0.108108108108108,0.108108108108108,Grp,M,SIP-L2-1,Day
6,6,122,294,0.076681332495286,0.184789440603394,Grp,M,SIP-L2-1,Day
7,7,111,405,0.0697674418604651,0.254556882463859,Grp,M,SIP-L2-1,Day
8,8,90,495,0.0565681961030798,0.311125078566939,Grp,M,SIP-L2-1,Day
9,9,63,558,0.0395977372721559,0.350722815839095,Grp,M,SIP-L2-1,Day
10,10,59,617,0.0370835952231301,0.387806411062225,Grp,M,SIP-L2-1,Day
11,11,66,683,0.0414833438089252,0.42928975487115,Grp,M,SIP-L2-1,Day
12,12,44,727,0.0276555625392835,0.456945317410434,Grp,M,SIP-L2-1,Day
13,13,40,767,0.0251414204902577,0.482086737900691,Grp,M,SIP-L2-1,Day
14,14,41,808,0.0257699560025141,0.507856693903206,Grp,M,SIP-L2-1,Day
15,15,43,851,0.027027027027027,0.534883720930233,Grp,M,SIP-L2-1,Day
16,16,38,889,0.0238843494657448,0.558768070395978,Grp,M,SIP-L2-1,Day
17,17,27,916,0.016970458830924,0.575738529226901,Grp,M,SIP-L2-1,Day
18,18,26,942,0.0163419233186675,0.592080452545569,Grp,M,SIP-L2-1,Day
19,19,26,968,0.0163419233186675,0.608422375864236,Grp,M,SIP-L2-1,Day
20,20,24,992,0.0150848522941546,0.623507228158391,Grp,M,SIP-L2-1,Day
21,21,28,1020,0.0175989943431804,0.641106222501571,Grp,M,SIP-L2-1,Day
22,22,18,1038,0.011313639220616,0.652419861722187,Grp,M,SIP-L2-1,Day
23,23,18,1056,0.011313639220616,0.663733500942803,Grp,M,SIP-L2-1,Day
24,24,14,1070,0.0087994971715902,0.672532998114393,Grp,M,SIP-L2-1,Day
25,25,8,1078,0.00502828409805154,0.677561282212445,Grp,M,SIP-L2-1,Day
26,26,22,1100,0.0138277812696417,0.691389063482087,Grp,M,SIP-L2-1,Day
27,27,15,1115,0.00942803268384664,0.700817096165933,Grp,M,SIP-L2-1,Day
28,28,12,1127,0.00754242614707731,0.708359522313011,Grp,M,SIP-L2-1,Day
29,29,18,1145,0.011313639220616,0.719673161533627,Grp,M,SIP-L2-1,Day
30,30,13,1158,0.00817096165933375,0.72784412319296,Grp,M,SIP-L2-1,Day
31,31,16,1174,0.0100565681961031,0.737900691389064,Grp,M,SIP-L2-1,Day
32,32,12,1186,0.00754242614707731,0.745443117536141,Grp,M,SIP-L2-1,Day
33,33,20,1206,0.0125707102451289,0.75801382778127,Grp,M,SIP-L2-1,Day
34,34,13,1219,0.00817096165933375,0.766184789440603,Grp,M,SIP-L2-1,Day
35,35,10,1229,0.00628535512256443,0.772470144563168,Grp,M,SIP-L2-1,Day
36,36,6,1235,0.00377121307353866,0.776241357636707,Grp,M,SIP-L2-1,Day
37,37,13,1248,0.00817096165933375,0.78441231929604,Grp,M,SIP-L2-1,Day
38,38,7,1255,0.0043997485857951,0.788812067881835,Grp,M,SIP-L2-1,Day
39,39,9,1264,0.00565681961030798,0.794468887492143,Grp,M,SIP-L2-1,Day
40,40,6,1270,0.00377121307353866,0.798240100565682,Grp,M,SIP-L2-1,Day
41,41,10,1280,0.00628535512256443,0.804525455688246,Grp,M,SIP-L2-1,Day
42,42,6,1286,0.00377121307353866,0.808296668761785,Grp,M,SIP-L2-1,Day
43,43,11,1297,0.00691389063482087,0.815210559396606,Grp,M,SIP-L2-1,Day
44,44,8,1305,0.00502828409805154,0.820238843494657,Grp,M,SIP-L2-1,Day
45,45,6,1311,0.00377121307353866,0.824010056568196,Grp,M,SIP-L2-1,Day
46,46,10,1321,0.00628535512256443,0.830295411690761,Grp,M,SIP-L2-1,Day
47,47,8,1329,0.00502828409805154,0.835323695788812,Grp,M,SIP-L2-1,Day
48,48,11,1340,0.00691389063482087,0.842237586423633,Grp,M,SIP-L2-1,Day
49,49,14,1354,0.0087994971715902,0.851037083595223,Grp,M,SIP-L2-1,Day
50,50,8,1362,0.00502828409805154,0.856065367693275,Grp,M,SIP-L2-1,Day
51,51,10,1372,0.00628535512256443,0.862350722815839,Grp,M,SIP-L2-1,Day
52,52,6,1378,0.00377121307353866,0.866121935889378,Grp,M,SIP-L2-1,Day
53,53,6,1384,0.00377121307353866,0.869893148962916,Grp,M,SIP-L2-1,Day
54,54,8,1392,0.00502828409805154,0.874921433060968,Grp,M,SIP-L2-1,Day
55,55,12,1404,0.00754242614707731,0.882463859208045,Grp,M,SIP-L2-1,Day
56,56,5,1409,0.00314267756128221,0.885606536769327,Grp,M,SIP-L2-1,Day
57,57,3,1412,0.00188560653676933,0.887492143306097,Grp,M,SIP-L2-1,Day
58,58,8,1420,0.00502828409805154,0.892520427404148,Grp,M,SIP-L2-1,Day
59,59,10,1430,0.00628535512256443,0.898805782526713,Grp,M,SIP-L2-1,Day
60,60,2,1432,0.00125707102451289,0.900062853551226,Grp,M,SIP-L2-1,Day
61,61,4,1436,0.00251414204902577,0.902576995600251,Grp,M,SIP-L2-1,Day
62,62,9,1445,0.00565681961030798,0.908233815210559,Grp,M,SIP-L2-1,Day
63,63,5,1450,0.00314267756128221,0.911376492771842,Grp,M,SIP-L2-1,Day
64,64,3,1453,0.00188560653676933,0.913262099308611,Grp,M,SIP-L2-1,Day
65,65,4,1457,0.00251414204902577,0.915776241357637,Grp,M,SIP-L2-1,Day
66,66,2,1459,0.00125707102451289,0.91703331238215,Grp,M,SIP-L2-1,Day
67,67,2,1461,0.00125707102451289,0.918290383406663,Grp,M,SIP-L2-1,Day
68,68,6,1467,0.00377121307353866,0.922061596480201,Grp,M,SIP-L2-1,Day
69,69,5,1472,0.00314267756128221,0.925204274041483,Grp,M,SIP-L2-1,Day
70,70,4,1476,0.00251414204902577,0.927718416090509,Grp,M,SIP-L2-1,Day
71,71,1,1477,0.000628535512256443,0.928346951602766,Grp,M,SIP-L2-1,Day
72,72,4,1481,0.00251414204902577,0.930861093651791,Grp,M,SIP-L2-1,Day
73,73,4,1485,0.00251414204902577,0.933375235700817,Grp,M,SIP-L2-1,Day
74,74,5,1490,0.00314267756128221,0.936517913262099,Grp,M,SIP-L2-1,Day
75,75,6,1496,0.00377121307353866,0.940289126335638,Grp,M,SIP-L2-1,Day
76,76,2,1498,0.00125707102451289,0.941546197360151,Grp,M,SIP-L2-1,Day
77,77,1,1499,0.000628535512256443,0.942174732872407,Grp,M,SIP-L2-1,Day
78,78,4,1503,0.00251414204902577,0.944688874921433,Grp,M,SIP-L2-1,Day
79,79,3,1506,0.00188560653676933,0.946574481458202,Grp,M,SIP-L2-1,Day
80,80,2,1508,0.00125707102451289,0.947831552482715,Grp,M,SIP-L2-1,Day
81,81,1,1509,0.000628535512256443,0.948460087994972,Grp,M,SIP-L2-1,Day
82,82,1,1510,0.000628535512256443,0.949088623507228,Grp,M,SIP-L2-1,Day
83,83,5,1515,0.00314267756128221,0.95223130106851,Grp,M,SIP-L2-1,Day
85,85,3,1518,0.00188560653676933,0.95411690760528,Grp,M,SIP-L2-1,Day
86,86,3,1521,0.00188560653676933,0.956002514142049,Grp,M,SIP-L2-1,Day
87,87,1,1522,0.000628535512256443,0.956631049654306,Grp,M,SIP-L2-1,Day
88,88,3,1525,0.00188560653676933,0.958516656191075,Grp,M,SIP-L2-1,Day
89,89,1,1526,0.000628535512256443,0.959145191703331,Grp,M,SIP-L2-1,Day
90,90,4,1530,0.00251414204902577,0.961659333752357,Grp,M,SIP-L2-1,Day
91,91,2,1532,0.00125707102451289,0.96291640477687,Grp,M,SIP-L2-1,Day
92,92,2,1534,0.00125707102451289,0.964173475801383,Grp,M,SIP-L2-1,Day
94,94,3,1537,0.00188560653676933,0.966059082338152,Grp,M,SIP-L2-1,Day
95,95,2,1539,0.00125707102451289,0.967316153362665,Grp,M,SIP-L2-1,Day
96,96,4,1543,0.00251414204902577,0.969830295411691,Grp,M,SIP-L2-1,Day
97,97,3,1546,0.00188560653676933,0.97171590194846,Grp,M,SIP-L2-1,Day
99,99,1,1547,0.000628535512256443,0.972344437460717,Grp,M,SIP-L2-1,Day
100,100,1,1548,0.000628535512256443,0.972972972972973,Grp,M,SIP-L2-1,Day
103,103,1,1549,0.000628535512256443,0.973601508485229,Grp,M,SIP-L2-1,Day
104,104,3,1552,0.00188560653676933,0.975487115021999,Grp,M,SIP-L2-1,Day
106,106,1,1553,0.000628535512256443,0.976115650534255,Grp,M,SIP-L2-1,Day
107,107,1,1554,0.000628535512256443,0.976744186046512,Grp,M,SIP-L2-1,Day
108,108,1,1555,0.000628535512256443,0.977372721558768,Grp,M,SIP-L2-1,Day
109,109,1,1556,0.000628535512256443,0.978001257071024,Grp,M,SIP-L2-1,Day
110,110,1,1557,0.000628535512256443,0.978629792583281,Grp,M,SIP-L2-1,Day
111,111,1,1558,0.000628535512256443,0.979258328095537,Grp,M,SIP-L2-1,Day
114,114,2,1560,0.00125707102451289,0.98051539912005,Grp,M,SIP-L2-1,Day
116,116,2,1562,0.00125707102451289,0.981772470144563,Grp,M,SIP-L2-1,Day
119,119,1,1563,0.000628535512256443,0.98240100565682,Grp,M,SIP-L2-1,Day
121,121,1,1564,0.000628535512256443,0.983029541169076,Grp,M,SIP-L2-1,Day
123,123,2,1566,0.00125707102451289,0.984286612193589,Grp,M,SIP-L2-1,Day
124,124,1,1567,0.000628535512256443,0.984915147705845,Grp,M,SIP-L2-1,Day
125,125,1,1568,0.000628535512256443,0.985543683218102,Grp,M,SIP-L2-1,Day
126,126,1,1569,0.000628535512256443,0.986172218730358,Grp,M,SIP-L2-1,Day
131,131,1,1570,0.000628535512256443,0.986800754242615,Grp,M,SIP-L2-1,Day
132,132,1,1571,0.000628535512256443,0.987429289754871,Grp,M,SIP-L2-1,Day
135,135,1,1572,0.000628535512256443,0.988057825267128,Grp,M,SIP-L2-1,Day
136,136,1,1573,0.000628535512256443,0.988686360779384,Grp,M,SIP-L2-1,Day
137,137,1,1574,0.000628535512256443,0.98931489629164,Grp,M,SIP-L2-1,Day
139,139,1,1575,0.000628535512256443,0.989943431803897,Grp,M,SIP-L2-1,Day
142,142,1,1576,0.000628535512256443,0.990571967316153,Grp,M,SIP-L2-1,Day
146,146,2,1578,0.00125707102451289,0.991829038340666,Grp,M,SIP-L2-1,Day
152,152,1,1579,0.000628535512256443,0.992457573852923,Grp,M,SIP-L2-1,Day
160,160,1,1580,0.000628535512256443,0.993086109365179,Grp,M,SIP-L2-1,Day
164,164,1,1581,0.000628535512256443,0.993714644877435,Grp,M,SIP-L2-1,Day
180,180,1,1582,0.000628535512256443,0.994343180389692,Grp,M,SIP-L2-1,Day
184,184,1,1583,0.000628535512256443,0.994971715901949,Grp,M,SIP-L2-1,Day
198,198,1,1584,0.000628535512256443,0.995600251414205,Grp,M,SIP-L2-1,Day
217,217,1,1585,0.000628535512256443,0.996228786926461,Grp,M,SIP-L2-1,Day
220,220,1,1586,0.000628535512256443,0.996857322438718,Grp,M,SIP-L2-1,Day
255,255,2,1588,0.00125707102451289,0.998114393463231,Grp,M,SIP-L2-1,Day
347,347,1,1589,0.000628535512256443,0.998742928975487,Grp,M,SIP-L2-1,Day
414,414,1,1590,0.000628535512256443,0.999371464487744,Grp,M,SIP-L2-1,Day
475,475,1,1591,0.000628535512256443,1,Grp,M,SIP-L2-1,Day
5,5,298,298,0.130415754923414,0.130415754923414,Iso,M,SIP-L2-2,Day
6,6,212,510,0.0927789934354486,0.223194748358862,Iso,M,SIP-L2-2,Day
7,7,193,703,0.0844638949671773,0.307658643326039,Iso,M,SIP-L2-2,Day
8,8,142,845,0.062144420131291,0.36980306345733,Iso,M,SIP-L2-2,Day
9,9,119,964,0.0520787746170678,0.421881838074398,Iso,M,SIP-L2-2,Day
10,10,98,1062,0.0428884026258206,0.464770240700219,Iso,M,SIP-L2-2,Day
11,11,101,1163,0.0442013129102845,0.508971553610503,Iso,M,SIP-L2-2,Day
12,12,75,1238,0.0328227571115974,0.541794310722101,Iso,M,SIP-L2-2,Day
13,13,76,1314,0.0332603938730853,0.575054704595186,Iso,M,SIP-L2-2,Day
14,14,52,1366,0.0227571115973742,0.59781181619256,Iso,M,SIP-L2-2,Day
15,15,46,1412,0.0201312910284464,0.617943107221007,Iso,M,SIP-L2-2,Day
16,16,52,1464,0.0227571115973742,0.640700218818381,Iso,M,SIP-L2-2,Day
17,17,39,1503,0.0170678336980306,0.657768052516411,Iso,M,SIP-L2-2,Day
18,18,44,1547,0.0192560175054705,0.677024070021882,Iso,M,SIP-L2-2,Day
19,19,46,1593,0.0201312910284464,0.697155361050328,Iso,M,SIP-L2-2,Day
20,20,40,1633,0.0175054704595186,0.714660831509847,Iso,M,SIP-L2-2,Day
21,21,30,1663,0.013129102844639,0.727789934354486,Iso,M,SIP-L2-2,Day
22,22,30,1693,0.013129102844639,0.740919037199125,Iso,M,SIP-L2-2,Day
23,23,33,1726,0.0144420131291028,0.755361050328228,Iso,M,SIP-L2-2,Day
24,24,27,1753,0.0118161925601751,0.767177242888403,Iso,M,SIP-L2-2,Day
25,25,24,1777,0.0105032822757112,0.777680525164114,Iso,M,SIP-L2-2,Day
26,26,28,1805,0.012253829321663,0.789934354485777,Iso,M,SIP-L2-2,Day
27,27,23,1828,0.0100656455142232,0.8,Iso,M,SIP-L2-2,Day
28,28,19,1847,0.00831509846827134,0.808315098468271,Iso,M,SIP-L2-2,Day
29,29,21,1868,0.00919037199124726,0.817505470459519,Iso,M,SIP-L2-2,Day
30,30,12,1880,0.00525164113785558,0.822757111597374,Iso,M,SIP-L2-2,Day
31,31,17,1897,0.0074398249452954,0.83019693654267,Iso,M,SIP-L2-2,Day
32,32,13,1910,0.00568927789934354,0.835886214442013,Iso,M,SIP-L2-2,Day
33,33,22,1932,0.00962800875273523,0.845514223194748,Iso,M,SIP-L2-2,Day
34,34,15,1947,0.00656455142231947,0.852078774617068,Iso,M,SIP-L2-2,Day
35,35,20,1967,0.0087527352297593,0.860831509846827,Iso,M,SIP-L2-2,Day
36,36,15,1982,0.00656455142231947,0.867396061269147,Iso,M,SIP-L2-2,Day
37,37,8,1990,0.00350109409190372,0.87089715536105,Iso,M,SIP-L2-2,Day
38,38,12,2002,0.00525164113785558,0.876148796498906,Iso,M,SIP-L2-2,Day
39,39,10,2012,0.00437636761487965,0.880525164113786,Iso,M,SIP-L2-2,Day
40,40,10,2022,0.00437636761487965,0.884901531728665,Iso,M,SIP-L2-2,Day
41,41,17,2039,0.0074398249452954,0.892341356673961,Iso,M,SIP-L2-2,Day
42,42,10,2049,0.00437636761487965,0.89671772428884,Iso,M,SIP-L2-2,Day
43,43,11,2060,0.00481400437636762,0.901531728665208,Iso,M,SIP-L2-2,Day
44,44,10,2070,0.00437636761487965,0.905908096280088,Iso,M,SIP-L2-2,Day
45,45,2,2072,0.00087527352297593,0.906783369803063,Iso,M,SIP-L2-2,Day
46,46,5,2077,0.00218818380743982,0.908971553610503,Iso,M,SIP-L2-2,Day
