rowname,factor,Freq,cumFreq,relative,cumProp,d1,d2,d3,TimeofDay
88,88,1,716,0.00123456790123457,0.883950617283951,Grp,M,SIP-L2-1,Night
89,89,1,717,0.00123456790123457,0.885185185185185,Grp,M,SIP-L2-1,Night
90,90,1,718,0.00123456790123457,0.88641975308642,Grp,M,SIP-L2-1,Night
91,91,1,719,0.00123456790123457,0.887654320987654,Grp,M,SIP-L2-1,Night
92,92,1,720,0.00123456790123457,0.888888888888889,Grp,M,SIP-L2-1,Night
93,93,1,721,0.00123456790123457,0.890123456790123,Grp,M,SIP-L2-1,Night
94,94,1,722,0.00123456790123457,0.891358024691358,Grp,M,SIP-L2-1,Night
95,95,2,724,0.00246913580246914,0.893827160493827,Grp,M,SIP-L2-1,Night
97,97,1,725,0.00123456790123457,0.895061728395062,Grp,M,SIP-L2-1,Night
100,100,1,726,0.00123456790123457,0.896296296296296,Grp,M,SIP-L2-1,Night
101,101,1,727,0.00123456790123457,0.897530864197531,Grp,M,SIP-L2-1,Night
102,102,1,728,0.00123456790123457,0.898765432098766,Grp,M,SIP-L2-1,Night
103,103,2,730,0.00246913580246914,0.901234567901234,Grp,M,SIP-L2-1,Night
106,106,1,731,0.00123456790123457,0.902469135802469,Grp,M,SIP-L2-1,Night
107,107,1,732,0.00123456790123457,0.903703703703704,Grp,M,SIP-L2-1,Night
108,108,1,733,0.00123456790123457,0.904938271604938,Grp,M,SIP-L2-1,Night
109,109,1,734,0.00123456790123457,0.906172839506173,Grp,M,SIP-L2-1,Night
113,113,2,736,0.00246913580246914,0.908641975308642,Grp,M,SIP-L2-1,Night
114,114,1,737,0.00123456790123457,0.909876543209877,Grp,M,SIP-L2-1,Night
115,115,2,739,0.00246913580246914,0.912345679012346,Grp,M,SIP-L2-1,Night
116,116,1,740,0.00123456790123457,0.91358024691358,Grp,M,SIP-L2-1,Night
118,118,2,742,0.00246913580246914,0.916049382716049,Grp,M,SIP-L2-1,Night
120,120,1,743,0.00123456790123457,0.917283950617284,Grp,M,SIP-L2-1,Night
121,121,1,744,0.00123456790123457,0.918518518518519,Grp,M,SIP-L2-1,Night
122,122,1,745,0.00123456790123457,0.919753086419753,Grp,M,SIP-L2-1,Night
130,130,1,746,0.00123456790123457,0.920987654320988,Grp,M,SIP-L2-1,Night
135,135,5,751,0.00617283950617284,0.92716049382716,Grp,M,SIP-L2-1,Night
136,136,1,752,0.00123456790123457,0.928395061728395,Grp,M,SIP-L2-1,Night
141,141,2,754,0.00246913580246914,0.930864197530864,Grp,M,SIP-L2-1,Night
143,143,1,755,0.00123456790123457,0.932098765432099,Grp,M,SIP-L2-1,Night
150,150,1,756,0.00123456790123457,0.933333333333333,Grp,M,SIP-L2-1,Night
153,153,1,757,0.00123456790123457,0.934567901234568,Grp,M,SIP-L2-1,Night
156,156,1,758,0.00123456790123457,0.935802469135803,Grp,M,SIP-L2-1,Night
157,157,1,759,0.00123456790123457,0.937037037037037,Grp,M,SIP-L2-1,Night
158,158,1,760,0.00123456790123457,0.938271604938272,Grp,M,SIP-L2-1,Night
159,159,1,761,0.00123456790123457,0.939506172839506,Grp,M,SIP-L2-1,Night
173,173,1,762,0.00123456790123457,0.940740740740741,Grp,M,SIP-L2-1,Night
193,193,1,763,0.00123456790123457,0.941975308641975,Grp,M,SIP-L2-1,Night
194,194,1,764,0.00123456790123457,0.94320987654321,Grp,M,SIP-L2-1,Night
195,195,1,765,0.00123456790123457,0.944444444444444,Grp,M,SIP-L2-1,Night
199,199,1,766,0.00123456790123457,0.945679012345679,Grp,M,SIP-L2-1,Night
201,201,1,767,0.00123456790123457,0.946913580246914,Grp,M,SIP-L2-1,Night
208,208,1,768,0.00123456790123457,0.948148148148148,Grp,M,SIP-L2-1,Night
209,209,1,769,0.00123456790123457,0.949382716049383,Grp,M,SIP-L2-1,Night
213,213,1,770,0.00123456790123457,0.950617283950617,Grp,M,SIP-L2-1,Night
215,215,1,771,0.00123456790123457,0.951851851851852,Grp,M,SIP-L2-1,Night
216,216,1,772,0.00123456790123457,0.953086419753086,Grp,M,SIP-L2-1,Night
217,217,1,773,0.00123456790123457,0.954320987654321,Grp,M,SIP-L2-1,Night
231,231,1,774,0.00123456790123457,0.955555555555556,Grp,M,SIP-L2-1,Night
236,236,1,775,0.00123456790123457,0.95679012345679,Grp,M,SIP-L2-1,Night
242,242,3,778,0.0037037037037037,0.960493827160494,Grp,M,SIP-L2-1,Night
249,249,1,779,0.00123456790123457,0.961728395061728,Grp,M,SIP-L2-1,Night
261,261,1,780,0.00123456790123457,0.962962962962963,Grp,M,SIP-L2-1,Night
290,290,1,781,0.00123456790123457,0.964197530864198,Grp,M,SIP-L2-1,Night
302,302,1,782,0.00123456790123457,0.965432098765432,Grp,M,SIP-L2-1,Night
309,309,1,783,0.00123456790123457,0.966666666666667,Grp,M,SIP-L2-1,Night
310,310,1,784,0.00123456790123457,0.967901234567901,Grp,M,SIP-L2-1,Night
328,328,1,785,0.00123456790123457,0.969135802469136,Grp,M,SIP-L2-1,Night
335,335,1,786,0.00123456790123457,0.97037037037037,Grp,M,SIP-L2-1,Night
354,354,1,787,0.00123456790123457,0.971604938271605,Grp,M,SIP-L2-1,Night
381,381,1,788,0.00123456790123457,0.97283950617284,Grp,M,SIP-L2-1,Night
387,387,1,789,0.00123456790123457,0.974074074074074,Grp,M,SIP-L2-1,Night
402,402,1,790,0.00123456790123457,0.975308641975309,Grp,M,SIP-L2-1,Night
403,403,1,791,0.00123456790123457,0.976543209876543,Grp,M,SIP-L2-1,Night
420,420,1,792,0.00123456790123457,0.977777777777778,Grp,M,SIP-L2-1,Night
458,458,1,793,0.00123456790123457,0.979012345679012,Grp,M,SIP-L2-1,Night
468,468,1,794,0.00123456790123457,0.980246913580247,Grp,M,SIP-L2-1,Night
470,470,1,795,0.00123456790123457,0.981481481481481,Grp,M,SIP-L2-1,Night
487,487,1,796,0.00123456790123457,0.982716049382716,Grp,M,SIP-L2-1,Night
494,494,1,797,0.00123456790123457,0.983950617283951,Grp,M,SIP-L2-1,Night
509,509,1,798,0.00123456790123457,0.985185185185185,Grp,M,SIP-L2-1,Night
523,523,1,799,0.00123456790123457,0.98641975308642,Grp,M,SIP-L2-1,Night
550,550,1,800,0.00123456790123457,0.987654320987654,Grp,M,SIP-L2-1,Night
555,555,1,801,0.00123456790123457,0.988888888888889,Grp,M,SIP-L2-1,Night
598,598,1,802,0.00123456790123457,0.990123456790123,Grp,M,SIP-L2-1,Night
610,610,1,803,0.00123456790123457,0.991358024691358,Grp,M,SIP-L2-1,Night
611,611,1,804,0.00123456790123457,0.992592592592593,Grp,M,SIP-L2-1,Night
624,624,1,805,0.00123456790123457,0.993827160493827,Grp,M,SIP-L2-1,Night
691,691,1,806,0.00123456790123457,0.995061728395062,Grp,M,SIP-L2-1,Night
694,694,1,807,0.00123456790123457,0.996296296296296,Grp,M,SIP-L2-1,Night
713,713,1,808,0.00123456790123457,0.997530864197531,Grp,M,SIP-L2-1,Night
716,716,1,809,0.00123456790123457,0.998765432098766,Grp,M,SIP-L2-1,Night
720,720,1,810,0.00123456790123457,1,Grp,M,SIP-L2-1,Night
5,5,149,149,0.0869311551925321,0.0869311551925321,Iso,M,SIP-L2-2,Night
6,6,154,303,0.0898483080513419,0.176779463243874,Iso,M,SIP-L2-2,Night
7,7,125,428,0.072928821470245,0.249708284714119,Iso,M,SIP-L2-2,Night
8,8,110,538,0.0641773628938156,0.313885647607935,Iso,M,SIP-L2-2,Night
9,9,111,649,0.0647607934655776,0.378646441073512,Iso,M,SIP-L2-2,Night
10,10,81,730,0.0472578763127188,0.425904317386231,Iso,M,SIP-L2-2,Night
11,11,71,801,0.0414235705950992,0.46732788798133,Iso,M,SIP-L2-2,Night
12,12,62,863,0.0361726954492415,0.503500583430572,Iso,M,SIP-L2-2,Night
13,13,59,922,0.0344224037339557,0.537922987164528,Iso,M,SIP-L2-2,Night
14,14,47,969,0.0274212368728121,0.56534422403734,Iso,M,SIP-L2-2,Night
15,15,50,1019,0.029171528588098,0.594515752625438,Iso,M,SIP-L2-2,Night
16,16,47,1066,0.0274212368728121,0.62193698949825,Iso,M,SIP-L2-2,Night
17,17,38,1104,0.0221703617269545,0.644107351225204,Iso,M,SIP-L2-2,Night
18,18,31,1135,0.0180863477246208,0.662193698949825,Iso,M,SIP-L2-2,Night
19,19,25,1160,0.014585764294049,0.676779463243874,Iso,M,SIP-L2-2,Night
20,20,26,1186,0.015169194865811,0.691948658109685,Iso,M,SIP-L2-2,Night
21,21,28,1214,0.0163360560093349,0.70828471411902,Iso,M,SIP-L2-2,Night
22,22,21,1235,0.0122520420070012,0.720536756126021,Iso,M,SIP-L2-2,Night
23,23,15,1250,0.00875145857642941,0.72928821470245,Iso,M,SIP-L2-2,Night
24,24,21,1271,0.0122520420070012,0.741540256709452,Iso,M,SIP-L2-2,Night
25,25,18,1289,0.0105017502917153,0.752042007001167,Iso,M,SIP-L2-2,Night
26,26,26,1315,0.015169194865811,0.767211201866978,Iso,M,SIP-L2-2,Night
27,27,18,1333,0.0105017502917153,0.777712952158693,Iso,M,SIP-L2-2,Night
28,28,15,1348,0.00875145857642941,0.786464410735123,Iso,M,SIP-L2-2,Night
29,29,14,1362,0.00816802800466745,0.79463243873979,Iso,M,SIP-L2-2,Night
30,30,4,1366,0.00233372228704784,0.796966161026838,Iso,M,SIP-L2-2,Night
31,31,20,1386,0.0116686114352392,0.808634772462077,Iso,M,SIP-L2-2,Night
32,32,8,1394,0.00466744457409568,0.813302217036173,Iso,M,SIP-L2-2,Night
33,33,7,1401,0.00408401400233372,0.817386231038506,Iso,M,SIP-L2-2,Night
34,34,10,1411,0.0058343057176196,0.823220536756126,Iso,M,SIP-L2-2,Night
35,35,4,1415,0.00233372228704784,0.825554259043174,Iso,M,SIP-L2-2,Night
36,36,7,1422,0.00408401400233372,0.829638273045508,Iso,M,SIP-L2-2,Night
37,37,9,1431,0.00525087514585764,0.834889148191365,Iso,M,SIP-L2-2,Night
38,38,5,1436,0.0029171528588098,0.837806301050175,Iso,M,SIP-L2-2,Night
39,39,15,1451,0.00875145857642941,0.846557759626604,Iso,M,SIP-L2-2,Night
40,40,13,1464,0.00758459743290548,0.85414235705951,Iso,M,SIP-L2-2,Night
41,41,5,1469,0.0029171528588098,0.85705950991832,Iso,M,SIP-L2-2,Night
42,42,8,1477,0.00466744457409568,0.861726954492415,Iso,M,SIP-L2-2,Night
43,43,5,1482,0.0029171528588098,0.864644107351225,Iso,M,SIP-L2-2,Night
44,44,11,1493,0.00641773628938156,0.871061843640607,Iso,M,SIP-L2-2,Night
45,45,3,1496,0.00175029171528588,0.872812135355893,Iso,M,SIP-L2-2,Night
46,46,10,1506,0.0058343057176196,0.878646441073512,Iso,M,SIP-L2-2,Night
47,47,4,1510,0.00233372228704784,0.88098016336056,Iso,M,SIP-L2-2,Night
48,48,5,1515,0.0029171528588098,0.88389731621937,Iso,M,SIP-L2-2,Night
49,49,5,1520,0.0029171528588098,0.88681446907818,Iso,M,SIP-L2-2,Night
50,50,3,1523,0.00175029171528588,0.888564760793466,Iso,M,SIP-L2-2,Night
51,51,6,1529,0.00350058343057176,0.892065344224037,Iso,M,SIP-L2-2,Night
52,52,3,1532,0.00175029171528588,0.893815635939323,Iso,M,SIP-L2-2,Night
53,53,1,1533,0.00058343057176196,0.894399066511085,Iso,M,SIP-L2-2,Night
54,54,3,1536,0.00175029171528588,0.896149358226371,Iso,M,SIP-L2-2,Night
55,55,3,1539,0.00175029171528588,0.897899649941657,Iso,M,SIP-L2-2,Night
56,56,2,1541,0.00116686114352392,0.899066511085181,Iso,M,SIP-L2-2,Night
57,57,4,1545,0.00233372228704784,0.901400233372229,Iso,M,SIP-L2-2,Night
58,58,7,1552,0.00408401400233372,0.905484247374562,Iso,M,SIP-L2-2,Night
59,59,5,1557,0.0029171528588098,0.908401400233372,Iso,M,SIP-L2-2,Night
60,60,1,1558,0.00058343057176196,0.908984830805134,Iso,M,SIP-L2-2,Night
61,61,1,1559,0.00058343057176196,0.909568261376896,Iso,M,SIP-L2-2,Night
62,62,3,1562,0.00175029171528588,0.911318553092182,Iso,M,SIP-L2-2,Night
64,64,6,1568,0.00350058343057176,0.914819136522754,Iso,M,SIP-L2-2,Night
65,65,5,1573,0.0029171528588098,0.917736289381564,Iso,M,SIP-L2-2,Night
66,66,4,1577,0.00233372228704784,0.920070011668611,Iso,M,SIP-L2-2,Night
67,67,3,1580,0.00175029171528588,0.921820303383897,Iso,M,SIP-L2-2,Night
68,68,2,1582,0.00116686114352392,0.922987164527421,Iso,M,SIP-L2-2,Night
69,69,4,1586,0.00233372228704784,0.925320886814469,Iso,M,SIP-L2-2,Night
70,70,3,1589,0.00175029171528588,0.927071178529755,Iso,M,SIP-L2-2,Night
71,71,1,1590,0.00058343057176196,0.927654609101517,Iso,M,SIP-L2-2,Night
72,72,6,1596,0.00350058343057176,0.931155192532089,Iso,M,SIP-L2-2,Night
73,73,2,1598,0.00116686114352392,0.932322053675613,Iso,M,SIP-L2-2,Night
74,74,2,1600,0.00116686114352392,0.933488914819137,Iso,M,SIP-L2-2,Night
76,76,2,1602,0.00116686114352392,0.93465577596266,Iso,M,SIP-L2-2,Night
78,78,2,1604,0.00116686114352392,0.935822637106184,Iso,M,SIP-L2-2,Night
79,79,1,1605,0.00058343057176196,0.936406067677946,Iso,M,SIP-L2-2,Night
80,80,4,1609,0.00233372228704784,0.938739789964994,Iso,M,SIP-L2-2,Night
81,81,1,1610,0.00058343057176196,0.939323220536756,Iso,M,SIP-L2-2,Night
82,82,2,1612,0.00116686114352392,0.94049008168028,Iso,M,SIP-L2-2,Night
83,83,2,1614,0.00116686114352392,0.941656942823804,Iso,M,SIP-L2-2,Night
84,84,2,1616,0.00116686114352392,0.942823803967328,Iso,M,SIP-L2-2,Night
85,85,2,1618,0.00116686114352392,0.943990665110852,Iso,M,SIP-L2-2,Night
86,86,6,1624,0.00350058343057176,0.947491248541423,Iso,M,SIP-L2-2,Night
87,87,2,1626,0.00116686114352392,0.948658109684948,Iso,M,SIP-L2-2,Night
88,88,2,1628,0.00116686114352392,0.949824970828471,Iso,M,SIP-L2-2,Night
89,89,1,1629,0.00058343057176196,0.950408401400233,Iso,M,SIP-L2-2,Night
90,90,2,1631,0.00116686114352392,0.951575262543757,Iso,M,SIP-L2-2,Night
91,91,3,1634,0.00175029171528588,0.953325554259043,Iso,M,SIP-L2-2,Night
92,92,1,1635,0.00058343057176196,0.953908984830805,Iso,M,SIP-L2-2,Night
93,93,1,1636,0.00058343057176196,0.954492415402567,Iso,M,SIP-L2-2,Night
94,94,2,1638,0.00116686114352392,0.955659276546091,Iso,M,SIP-L2-2,Night
95,95,1,1639,0.00058343057176196,0.956242707117853,Iso,M,SIP-L2-2,Night
96,96,1,1640,0.00058343057176196,0.956826137689615,Iso,M,SIP-L2-2,Night
97,97,4,1644,0.00233372228704784,0.959159859976663,Iso,M,SIP-L2-2,Night
98,98,2,1646,0.00116686114352392,0.960326721120187,Iso,M,SIP-L2-2,Night
99,99,3,1649,0.00175029171528588,0.962077012835472,Iso,M,SIP-L2-2,Night
100,100,1,1650,0.00058343057176196,0.962660443407234,Iso,M,SIP-L2-2,Night
101,101,1,1651,0.00058343057176196,0.963243873978996,Iso,M,SIP-L2-2,Night
102,102,2,1653,0.00116686114352392,0.96441073512252,Iso,M,SIP-L2-2,Night
103,103,2,1655,0.00116686114352392,0.965577596266044,Iso,M,SIP-L2-2,Night
104,104,1,1656,0.00058343057176196,0.966161026837806,Iso,M,SIP-L2-2,Night
105,105,1,1657,0.00058343057176196,0.966744457409568,Iso,M,SIP-L2-2,Night
107,107,2,1659,0.00116686114352392,0.967911318553092,Iso,M,SIP-L2-2,Night
108,108,1,1660,0.00058343057176196,0.968494749124854,Iso,M,SIP-L2-2,Night
109,109,1,1661,0.00058343057176196,0.969078179696616,Iso,M,SIP-L2-2,Night
110,110,1,1662,0.00058343057176196,0.969661610268378,Iso,M,SIP-L2-2,Night
114,114,1,1663,0.00058343057176196,0.97024504084014,Iso,M,SIP-L2-2,Night
115,115,1,1664,0.00058343057176196,0.970828471411902,Iso,M,SIP-L2-2,Night
116,116,1,1665,0.00058343057176196,0.971411901983664,Iso,M,SIP-L2-2,Night
117,117,1,1666,0.00058343057176196,0.971995332555426,Iso,M,SIP-L2-2,Night
119,119,1,1667,0.00058343057176196,0.972578763127188,Iso,M,SIP-L2-2,Night
120,120,1,1668,0.00058343057176196,0.97316219369895,Iso,M,SIP-L2-2,Night
121,121,2,1670,0.00116686114352392,0.974329054842474,Iso,M,SIP-L2-2,Night
125,125,1,1671,0.00058343057176196,0.974912485414236,Iso,M,SIP-L2-2,Night
127,127,3,1674,0.00175029171528588,0.976662777129522,Iso,M,SIP-L2-2,Night
128,128,1,1675,0.00058343057176196,0.977246207701284,Iso,M,SIP-L2-2,Night
129,129,1,1676,0.00058343057176196,0.977829638273045,Iso,M,SIP-L2-2,Night
130,130,2,1678,0.00116686114352392,0.978996499416569,Iso,M,SIP-L2-2,Night
131,131,1,1679,0.00058343057176196,0.979579929988331,Iso,M,SIP-L2-2,Night
133,133,1,1680,0.00058343057176196,0.980163360560093,Iso,M,SIP-L2-2,Night
137,137,2,1682,0.00116686114352392,0.981330221703617,Iso,M,SIP-L2-2,Night
141,141,2,1684,0.00116686114352392,0.982497082847141,Iso,M,SIP-L2-2,Night
144,144,1,1685,0.00058343057176196,0.983080513418903,Iso,M,SIP-L2-2,Night
145,145,1,1686,0.00058343057176196,0.983663943990665,Iso,M,SIP-L2-2,Night
148,148,1,1687,0.00058343057176196,0.984247374562427,Iso,M,SIP-L2-2,Night
151,151,2,1689,0.00116686114352392,0.985414235705951,Iso,M,SIP-L2-2,Night
154,154,1,1690,0.00058343057176196,0.985997666277713,Iso,M,SIP-L2-2,Night
156,156,1,1691,0.00058343057176196,0.986581096849475,Iso,M,SIP-L2-2,Night
163,163,1,1692,0.00058343057176196,0.987164527421237,Iso,M,SIP-L2-2,Night
168,168,1,1693,0.00058343057176196,0.987747957992999,Iso,M,SIP-L2-2,Night
175,175,1,1694,0.00058343057176196,0.988331388564761,Iso,M,SIP-L2-2,Night
205,205,1,1695,0.00058343057176196,0.988914819136523,Iso,M,SIP-L2-2,Night
206,206,1,1696,0.00058343057176196,0.989498249708285,Iso,M,SIP-L2-2,Night
211,211,2,1698,0.00116686114352392,0.990665110851809,Iso,M,SIP-L2-2,Night
214,214,2,1700,0.00116686114352392,0.991831971995333,Iso,M,SIP-L2-2,Night
233,233,1,1701,0.00058343057176196,0.992415402567094,Iso,M,SIP-L2-2,Night
244,244,1,1702,0.00058343057176196,0.992998833138856,Iso,M,SIP-L2-2,Night
250,250,1,1703,0.00058343057176196,0.993582263710618,Iso,M,SIP-L2-2,Night
275,275,1,1704,0.00058343057176196,0.99416569428238,Iso,M,SIP-L2-2,Night
278,278,1,1705,0.00058343057176196,0.994749124854142,Iso,M,SIP-L2-2,Night
285,285,1,1706,0.00058343057176196,0.995332555425904,Iso,M,SIP-L2-2,Night
288,288,1,1707,0.00058343057176196,0.995915985997666,Iso,M,SIP-L2-2,Night
294,294,1,1708,0.00058343057176196,0.996499416569428,Iso,M,SIP-L2-2,Night
311,311,1,1709,0.00058343057176196,0.99708284714119,Iso,M,SIP-L2-2,Night
316,316,1,1710,0.00058343057176196,0.997666277712952,Iso,M,SIP-L2-2,Night
329,329,1,1711,0.00058343057176196,0.998249708284714,Iso,M,SIP-L2-2,Night
336,336,1,1712,0.00058343057176196,0.998833138856476,Iso,M,SIP-L2-2,Night
387,387,1,1713,0.00058343057176196,0.999416569428238,Iso,M,SIP-L2-2,Night
428,428,1,1714,0.00058343057176196,1,Iso,M,SIP-L2-2,Night
5,5,148,148,0.0936116382036686,0.0936116382036686,Grp,M,SIP-L2-2,Night
6,6,128,276,0.0809614168247944,0.174573055028463,Grp,M,SIP-L2-2,Night
7,7,93,369,0.0588235294117647,0.233396584440228,Grp,M,SIP-L2-2,Night
8,8,93,462,0.0588235294117647,0.292220113851992,Grp,M,SIP-L2-2,Night
9,9,87,549,0.0550284629981025,0.347248576850095,Grp,M,SIP-L2-2,Night
10,10,89,638,0.0562934851359899,0.403542061986085,Grp,M,SIP-L2-2,Night
11,11,72,710,0.0455407969639469,0.449082858950032,Grp,M,SIP-L2-2,Night
12,12,55,765,0.0347881087919039,0.483870967741936,Grp,M,SIP-L2-2,Night
13,13,43,808,0.0271979759645794,0.511068943706515,Grp,M,SIP-L2-2,Night
14,14,36,844,0.0227703984819734,0.533839342188488,Grp,M,SIP-L2-2,Night
15,15,46,890,0.0290955091714105,0.562934851359899,Grp,M,SIP-L2-2,Night
16,16,36,926,0.0227703984819734,0.585705249841872,Grp,M,SIP-L2-2,Night
17,17,28,954,0.0177103099304238,0.603415559772296,Grp,M,SIP-L2-2,Night
18,18,25,979,0.0158127767235927,0.619228336495889,Grp,M,SIP-L2-2,Night
19,19,25,1004,0.0158127767235927,0.635041113219481,Grp,M,SIP-L2-2,Night
20,20,23,1027,0.0145477545857052,0.649588867805187,Grp,M,SIP-L2-2,Night
21,21,24,1051,0.015180265654649,0.664769133459836,Grp,M,SIP-L2-2,Night
22,22,18,1069,0.0113851992409867,0.676154332700822,Grp,M,SIP-L2-2,Night
23,23,27,1096,0.0170777988614801,0.693232131562302,Grp,M,SIP-L2-2,Night
24,24,18,1114,0.0113851992409867,0.704617330803289,Grp,M,SIP-L2-2,Night
25,25,17,1131,0.010752688172043,0.715370018975332,Grp,M,SIP-L2-2,Night
26,26,17,1148,0.010752688172043,0.726122707147375,Grp,M,SIP-L2-2,Night
27,27,19,1167,0.0120177103099304,0.738140417457306,Grp,M,SIP-L2-2,Night
28,28,8,1175,0.00506008855154965,0.743200506008855,Grp,M,SIP-L2-2,Night
29,29,15,1190,0.0094876660341556,0.752688172043011,Grp,M,SIP-L2-2,Night
30,30,13,1203,0.00822264389626819,0.760910815939279,Grp,M,SIP-L2-2,Night
31,31,10,1213,0.00632511068943707,0.767235926628716,Grp,M,SIP-L2-2,Night
32,32,10,1223,0.00632511068943707,0.773561037318153,Grp,M,SIP-L2-2,Night
33,33,12,1235,0.00759013282732448,0.781151170145478,Grp,M,SIP-L2-2,Night
34,34,10,1245,0.00632511068943707,0.787476280834915,Grp,M,SIP-L2-2,Night
35,35,12,1257,0.00759013282732448,0.795066413662239,Grp,M,SIP-L2-2,Night
36,36,14,1271,0.00885515496521189,0.803921568627451,Grp,M,SIP-L2-2,Night
37,37,8,1279,0.00506008855154965,0.808981657179001,Grp,M,SIP-L2-2,Night
38,38,10,1289,0.00632511068943707,0.815306767868438,Grp,M,SIP-L2-2,Night
39,39,12,1301,0.00759013282732448,0.822896900695762,Grp,M,SIP-L2-2,Night
40,40,7,1308,0.00442757748260595,0.827324478178368,Grp,M,SIP-L2-2,Night
41,41,5,1313,0.00316255534471853,0.830487033523087,Grp,M,SIP-L2-2,Night
42,42,4,1317,0.00253004427577483,0.833017077798862,Grp,M,SIP-L2-2,Night
43,43,7,1324,0.00442757748260595,0.837444655281468,Grp,M,SIP-L2-2,Night
44,44,9,1333,0.00569259962049336,0.843137254901961,Grp,M,SIP-L2-2,Night
45,45,6,1339,0.00379506641366224,0.846932321315623,Grp,M,SIP-L2-2,Night
46,46,6,1345,0.00379506641366224,0.850727387729285,Grp,M,SIP-L2-2,Night
47,47,2,1347,0.00126502213788741,0.851992409867173,Grp,M,SIP-L2-2,Night
48,48,4,1351,0.00253004427577483,0.854522454142948,Grp,M,SIP-L2-2,Night
49,49,6,1357,0.00379506641366224,0.85831752055661,Grp,M,SIP-L2-2,Night
50,50,5,1362,0.00316255534471853,0.861480075901328,Grp,M,SIP-L2-2,Night
51,51,8,1370,0.00506008855154965,0.866540164452878,Grp,M,SIP-L2-2,Night
52,52,4,1374,0.00253004427577483,0.869070208728653,Grp,M,SIP-L2-2,Night
53,53,3,1377,0.00189753320683112,0.870967741935484,Grp,M,SIP-L2-2,Night
54,54,3,1380,0.00189753320683112,0.872865275142315,Grp,M,SIP-L2-2,Night
55,55,4,1384,0.00253004427577483,0.87539531941809,Grp,M,SIP-L2-2,Night
56,56,5,1389,0.00316255534471853,0.878557874762808,Grp,M,SIP-L2-2,Night
57,57,6,1395,0.00379506641366224,0.882352941176471,Grp,M,SIP-L2-2,Night
59,59,7,1402,0.00442757748260595,0.886780518659077,Grp,M,SIP-L2-2,Night
60,60,3,1405,0.00189753320683112,0.888678051865908,Grp,M,SIP-L2-2,Night
61,61,2,1407,0.00126502213788741,0.889943074003795,Grp,M,SIP-L2-2,Night
62,62,1,1408,0.000632511068943707,0.890575585072739,Grp,M,SIP-L2-2,Night
63,63,3,1411,0.00189753320683112,0.89247311827957,Grp,M,SIP-L2-2,Night
64,64,1,1412,0.000632511068943707,0.893105629348514,Grp,M,SIP-L2-2,Night
65,65,4,1416,0.00253004427577483,0.895635673624289,Grp,M,SIP-L2-2,Night
66,66,4,1420,0.00253004427577483,0.898165717900063,Grp,M,SIP-L2-2,Night
67,67,4,1424,0.00253004427577483,0.900695762175838,Grp,M,SIP-L2-2,Night
68,68,2,1426,0.00126502213788741,0.901960784313725,Grp,M,SIP-L2-2,Night
69,69,4,1430,0.00253004427577483,0.9044908285895,Grp,M,SIP-L2-2,Night
70,70,7,1437,0.00442757748260595,0.908918406072106,Grp,M,SIP-L2-2,Night
71,71,2,1439,0.00126502213788741,0.910183428209994,Grp,M,SIP-L2-2,Night
72,72,3,1442,0.00189753320683112,0.912080961416825,Grp,M,SIP-L2-2,Night
74,74,2,1444,0.00126502213788741,0.913345983554712,Grp,M,SIP-L2-2,Night
75,75,2,1446,0.00126502213788741,0.9146110056926,Grp,M,SIP-L2-2,Night
76,76,3,1449,0.00189753320683112,0.916508538899431,Grp,M,SIP-L2-2,Night
77,77,2,1451,0.00126502213788741,0.917773561037318,Grp,M,SIP-L2-2,Night
78,78,3,1454,0.00189753320683112,0.919671094244149,Grp,M,SIP-L2-2,Night
79,79,1,1455,0.000632511068943707,0.920303605313093,Grp,M,SIP-L2-2,Night
80,80,4,1459,0.00253004427577483,0.922833649588868,Grp,M,SIP-L2-2,Night
81,81,5,1464,0.00316255534471853,0.925996204933586,Grp,M,SIP-L2-2,Night
82,82,2,1466,0.00126502213788741,0.927261227071474,Grp,M,SIP-L2-2,Night
83,83,1,1467,0.000632511068943707,0.927893738140417,Grp,M,SIP-L2-2,Night
84,84,1,1468,0.000632511068943707,0.928526249209361,Grp,M,SIP-L2-2,Night
85,85,2,1470,0.00126502213788741,0.929791271347249,Grp,M,SIP-L2-2,Night
86,86,2,1472,0.00126502213788741,0.931056293485136,Grp,M,SIP-L2-2,Night
87,87,3,1475,0.00189753320683112,0.932953826691967,Grp,M,SIP-L2-2,Night
89,89,3,1478,0.00189753320683112,0.934851359898798,Grp,M,SIP-L2-2,Night
90,90,1,1479,0.000632511068943707,0.935483870967742,Grp,M,SIP-L2-2,Night
91,91,4,1483,0.00253004427577483,0.938013915243517,Grp,M,SIP-L2-2,Night
92,92,1,1484,0.000632511068943707,0.93864642631246,Grp,M,SIP-L2-2,Night
93,93,3,1487,0.00189753320683112,0.940543959519292,Grp,M,SIP-L2-2,Night
94,94,2,1489,0.00126502213788741,0.941808981657179,Grp,M,SIP-L2-2,Night
95,95,2,1491,0.00126502213788741,0.943074003795066,Grp,M,SIP-L2-2,Night
96,96,4,1495,0.00253004427577483,0.945604048070841,Grp,M,SIP-L2-2,Night
97,97,3,1498,0.00189753320683112,0.947501581277672,Grp,M,SIP-L2-2,Night
98,98,2,1500,0.00126502213788741,0.94876660341556,Grp,M,SIP-L2-2,Night
101,101,1,1501,0.000632511068943707,0.949399114484503,Grp,M,SIP-L2-2,Night
