bout_lengths,d1,d2,d3
30,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
13,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
17,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
12,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
28,Iso,M,SIP-S2-8
39,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
18,Iso,M,SIP-S2-8
8,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
314,Iso,M,SIP-S2-8
15,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
17,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
16,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
14,Iso,M,SIP-S2-8
20,Iso,M,SIP-S2-8
82,Iso,M,SIP-S2-8
11,Iso,M,SIP-S2-8
61,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
22,Iso,M,SIP-S2-8
17,Iso,M,SIP-S2-8
31,Iso,M,SIP-S2-8
20,Iso,M,SIP-S2-8
13,Iso,M,SIP-S2-8
19,Iso,M,SIP-S2-8
21,Iso,M,SIP-S2-8
16,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
19,Iso,M,SIP-S2-8
8,Iso,M,SIP-S2-8
12,Iso,M,SIP-S2-8
24,Iso,M,SIP-S2-8
20,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
8,Iso,M,SIP-S2-8
16,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
22,Iso,M,SIP-S2-8
22,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
26,Iso,M,SIP-S2-8
11,Iso,M,SIP-S2-8
182,Iso,M,SIP-S2-8
26,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
19,Iso,M,SIP-S2-8
12,Iso,M,SIP-S2-8
10,Iso,M,SIP-S2-8
16,Iso,M,SIP-S2-8
37,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
24,Iso,M,SIP-S2-8
27,Iso,M,SIP-S2-8
65,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
20,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
41,Iso,M,SIP-S2-8
13,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
53,Iso,M,SIP-S2-8
25,Iso,M,SIP-S2-8
17,Iso,M,SIP-S2-8
17,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
11,Iso,M,SIP-S2-8
11,Iso,M,SIP-S2-8
14,Iso,M,SIP-S2-8
11,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
18,Iso,M,SIP-S2-8
10,Iso,M,SIP-S2-8
10,Iso,M,SIP-S2-8
11,Iso,M,SIP-S2-8
15,Iso,M,SIP-S2-8
10,Iso,M,SIP-S2-8
12,Iso,M,SIP-S2-8
235,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
34,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
43,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
10,Iso,M,SIP-S2-8
37,Iso,M,SIP-S2-8
8,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
14,Iso,M,SIP-S2-8
62,Iso,M,SIP-S2-8
33,Iso,M,SIP-S2-8
36,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
49,Iso,M,SIP-S2-8
16,Iso,M,SIP-S2-8
20,Iso,M,SIP-S2-8
16,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
11,Iso,M,SIP-S2-8
16,Iso,M,SIP-S2-8
22,Iso,M,SIP-S2-8
15,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
18,Iso,M,SIP-S2-8
36,Iso,M,SIP-S2-8
29,Iso,M,SIP-S2-8
14,Iso,M,SIP-S2-8
12,Iso,M,SIP-S2-8
191,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
49,Iso,M,SIP-S2-8
26,Iso,M,SIP-S2-8
8,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
78,Iso,M,SIP-S2-8
23,Iso,M,SIP-S2-8
65,Iso,M,SIP-S2-8
19,Iso,M,SIP-S2-8
23,Iso,M,SIP-S2-8
22,Iso,M,SIP-S2-8
13,Iso,M,SIP-S2-8
39,Iso,M,SIP-S2-8
11,Iso,M,SIP-S2-8
8,Iso,M,SIP-S2-8
14,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
20,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
13,Iso,M,SIP-S2-8
16,Iso,M,SIP-S2-8
18,Iso,M,SIP-S2-8
44,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
66,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
156,Iso,M,SIP-S2-8
96,Iso,M,SIP-S2-8
13,Iso,M,SIP-S2-8
12,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
19,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
15,Iso,M,SIP-S2-8
13,Iso,M,SIP-S2-8
21,Iso,M,SIP-S2-8
11,Iso,M,SIP-S2-8
15,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
13,Iso,M,SIP-S2-8
22,Iso,M,SIP-S2-8
8,Iso,M,SIP-S2-8
31,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
10,Iso,M,SIP-S2-8
13,Iso,M,SIP-S2-8
20,Iso,M,SIP-S2-8
15,Iso,M,SIP-S2-8
15,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
14,Iso,M,SIP-S2-8
12,Iso,M,SIP-S2-8
17,Iso,M,SIP-S2-8
17,Iso,M,SIP-S2-8
11,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
32,Iso,M,SIP-S2-8
8,Iso,M,SIP-S2-8
25,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
8,Iso,M,SIP-S2-8
8,Iso,M,SIP-S2-8
8,Iso,M,SIP-S2-8
12,Iso,M,SIP-S2-8
23,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
18,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
158,Iso,M,SIP-S2-8
16,Iso,M,SIP-S2-8
24,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
12,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
24,Iso,M,SIP-S2-8
21,Iso,M,SIP-S2-8
19,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
18,Iso,M,SIP-S2-8
15,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
27,Iso,M,SIP-S2-8
13,Iso,M,SIP-S2-8
34,Iso,M,SIP-S2-8
20,Iso,M,SIP-S2-8
19,Iso,M,SIP-S2-8
23,Iso,M,SIP-S2-8
24,Iso,M,SIP-S2-8
14,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
24,Iso,M,SIP-S2-8
20,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
11,Iso,M,SIP-S2-8
13,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
16,Iso,M,SIP-S2-8
24,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
25,Iso,M,SIP-S2-8
14,Iso,M,SIP-S2-8
12,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
58,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
147,Iso,M,SIP-S2-8
18,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
17,Iso,M,SIP-S2-8
11,Iso,M,SIP-S2-8
8,Iso,M,SIP-S2-8
25,Iso,M,SIP-S2-8
58,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
8,Iso,M,SIP-S2-8
8,Iso,M,SIP-S2-8
92,Iso,M,SIP-S2-8
11,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
46,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
14,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
11,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
11,Iso,M,SIP-S2-8
57,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
10,Iso,M,SIP-S2-8
13,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
14,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
12,Iso,M,SIP-S2-8
12,Iso,M,SIP-S2-8
10,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
8,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
8,Iso,M,SIP-S2-8
14,Iso,M,SIP-S2-8
10,Iso,M,SIP-S2-8
34,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
13,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
17,Iso,M,SIP-S2-8
65,Iso,M,SIP-S2-8
8,Iso,M,SIP-S2-8
28,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
57,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
14,Iso,M,SIP-S2-8
8,Iso,M,SIP-S2-8
13,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
10,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
23,Iso,M,SIP-S2-8
23,Iso,M,SIP-S2-8
8,Iso,M,SIP-S2-8
154,Iso,M,SIP-S2-8
16,Iso,M,SIP-S2-8
21,Iso,M,SIP-S2-8
10,Iso,M,SIP-S2-8
14,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
20,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
10,Iso,M,SIP-S2-8
8,Iso,M,SIP-S2-8
13,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
12,Iso,M,SIP-S2-8
112,Iso,M,SIP-S2-8
91,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
60,Iso,M,SIP-S2-8
11,Iso,M,SIP-S2-8
12,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
27,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
18,Iso,M,SIP-S2-8
12,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
21,Iso,M,SIP-S2-8
33,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
13,Iso,M,SIP-S2-8
10,Iso,M,SIP-S2-8
10,Iso,M,SIP-S2-8
15,Iso,M,SIP-S2-8
8,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
28,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
19,Iso,M,SIP-S2-8
10,Iso,M,SIP-S2-8
61,Iso,M,SIP-S2-8
18,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
11,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
14,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
96,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
136,Iso,M,SIP-S2-8
99,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
11,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
8,Iso,M,SIP-S2-8
23,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
18,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
16,Iso,M,SIP-S2-8
15,Iso,M,SIP-S2-8
18,Iso,M,SIP-S2-8
17,Iso,M,SIP-S2-8
26,Iso,M,SIP-S2-8
17,Iso,M,SIP-S2-8
16,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
20,Iso,M,SIP-S2-8
22,Iso,M,SIP-S2-8
13,Iso,M,SIP-S2-8
18,Iso,M,SIP-S2-8
11,Iso,M,SIP-S2-8
25,Iso,M,SIP-S2-8
8,Iso,M,SIP-S2-8
24,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
13,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
19,Iso,M,SIP-S2-8
35,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
12,Iso,M,SIP-S2-8
49,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
185,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
41,Iso,M,SIP-S2-8
43,Iso,M,SIP-S2-8
14,Iso,M,SIP-S2-8
38,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
29,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
43,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
48,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
42,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
23,Iso,M,SIP-S2-8
12,Iso,M,SIP-S2-8
61,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
42,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
40,Iso,M,SIP-S2-8
19,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
18,Iso,M,SIP-S2-8
25,Iso,M,SIP-S2-8
21,Iso,M,SIP-S2-8
29,Iso,M,SIP-S2-8
11,Iso,M,SIP-S2-8
271,Iso,M,SIP-S2-8
23,Iso,M,SIP-S2-8
17,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
44,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
85,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
39,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
13,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
116,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
60,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
38,Iso,M,SIP-S2-8
10,Iso,M,SIP-S2-8
63,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
11,Iso,M,SIP-S2-8
46,Iso,M,SIP-S2-8
44,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
227,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
54,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
142,Iso,M,SIP-S2-8
13,Iso,M,SIP-S2-8
34,Iso,M,SIP-S2-8
23,Iso,M,SIP-S2-8
13,Iso,M,SIP-S2-8
13,Iso,M,SIP-S2-8
8,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
23,Iso,M,SIP-S2-8
44,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
10,Iso,M,SIP-S2-8
8,Iso,M,SIP-S2-8
17,Iso,M,SIP-S2-8
75,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
11,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
390,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
39,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
46,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
19,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
16,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
20,Iso,M,SIP-S2-8
21,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
25,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
11,Iso,M,SIP-S2-8
18,Iso,M,SIP-S2-8
10,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
11,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
25,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
8,Iso,M,SIP-S2-8
14,Iso,M,SIP-S2-8
36,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
10,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
13,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
121,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
317,Iso,M,SIP-S2-8
262,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
33,Iso,M,SIP-S2-8
10,Iso,M,SIP-S2-8
68,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
13,Iso,M,SIP-S2-8
11,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
55,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
36,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
345,Iso,M,SIP-S2-8
183,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
83,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
18,Iso,M,SIP-S2-8
12,Iso,M,SIP-S2-8
13,Iso,M,SIP-S2-8
7,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
16,Iso,M,SIP-S2-8
28,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
12,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
563,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
274,Iso,M,SIP-S2-8
6,Iso,M,SIP-S2-8
64,Iso,M,SIP-S2-8
5,Iso,M,SIP-S2-8
53,Iso,M,SIP-S2-8
9,Iso,M,SIP-S2-8
33,Iso,M,SIP-S2-8
16,Iso,M,SIP-S2-8
371,Iso,M,SIP-S2-8
